12/12/2005,5,EXCELLENT!  So easy to prepare and it is a hit at parties.  I would highly recommend this!
12/11/2005,5,Absolutely Wonderful dip! My in-laws came over for a football game and couldn't stop going back for more of this. The first bite my husband took he said its not bad he went back later after it h...
12/10/2005,5,Excellent!  I wanted to make something different and this was a huge hit.  I used fresh chicken breast (boiled) instead of canned as I am not a huge fan of canned chicken.  I also used less che...
12/9/2005,5,The best dip ever!  Thanks for the recipe.
12/8/2005,5,I actually received the comment This is the best freaking dip ever!!!  Huge hit at my family party.  Thanks for the great recipe!!!
12/8/2005,5,I made this last night for Bunko and it was devoured!  I've already had to email the recipe to everyone today.  The only thing I changed was to use 4 smallish chicken breasts that I baked in foi...
12/7/2005,5,WOW -  Grreat!! Took this to a work Christmas potluck.  Everyone needed the recipe.  I did add fresh chopped green onion on top before serving.  Nice addition for taste and color.
10/31/2005,5,Excellent -  I used real chicken breast chopped in the food processor. It tasted fantastic. I will definately make this again!
10/31/2005,5,This is an AWESOME recipe! Combining the suggestions of a few previous readers and knowing how I LOVE my bleu cheese dip with hot wings I substituted a refrigerated bleu cheese dressing for the...
10/29/2005,5,The first time I made this I put it all in the slow cooker as the recipe states but it looked gross.  So I changed it to a layered dip: cream cheese and hot sauce as first layer chicken and d...
10/25/2005,5,Good night!!! This was so fantastic.  Someone brought this to a tailgating party and everyone asked for the recipe.  The woman who made it gave me the ingredients but not the amounts of each.  I...
10/24/2005,5,My husband and inlaws absolutely love this stuff! I brought some to work tonight for the first time and they loved it too! Everyone was asking me for the recipe. Thanks so much for a wonderful a...
10/21/2005,5,Definitely satifies a craving for buffalo wings. The recipe is delicious as is but next time I am also going to try it with bleu cheese dressing just because I like it so much. I also put out a ...
10/17/2005,5,Addicting!!
10/15/2005,5,love this dip!  it is always the first to go at any gathering.  i actually like to shred my chicken in a food processor and put it in that way .. easier to get on the chips.
9/27/2005,5,This was a hit at a football party!  Tastes just like wings without the bones!  Very tasty.  We used tortilla chips to dip.
9/17/2005,5,Easy and yummy.
9/17/2005,5,Excellent dip!  It is hot and that's the way we like our wings.  I would not use any other hot sauce than Frank's but I might try using bleu cheese dressing in the future just because it is my f...
9/5/2005,5,This is the perfect amount to fill the little dipper crock pot...and although it looks like a piping hot bowl of thousand island dressing...it does taste EXACTLY like wings....HOT wings...so ton...
9/4/2005,5,This is good stuff.  Everytime I make this to take somewhere I am asked for the recipe.  Given it's not exactly healthy but who cares when it tastes this good?!?
8/22/2005,5,The Franks' does it!  This is my new favorite appetizer.  (I boiled a chicken breast and chopped it).  I also used raw asparagus spears as dippers - DOUBLE YUM!
8/19/2005,5,I have made this recipe for several get togethers and I am always asked for the recipe.  Excellent!
8/18/2005,5,I make this by request for just about every gathering I go to & end up giving the recipe to a few people every time.  I use blue cheese dressing from the refridgerated section instead of ranch f...
8/17/2005,5,This recipe is perfect as is!  People literally hover over the bowl and I have given out the recipe a dozen times.
8/10/2005,5,This dip is terrific.  I use chicken breast that I cook in Frank's Red Hot sauce for some more kick.  I serve it with blue corn chips.
8/5/2005,5,This is an EXCELLENT recipe!!! It is requested everytime I go to a party.  Thanks for sharing this one!
7/28/2005,5,Great unique dip for a SuperBowl party...beats eating messy chicken wings!  I used a medium hot chicken wing sauce instead of just pepper sauce and I ommitted the shreadded cheddar cheese.
7/24/2005,5,Awesome!  Excellent dip!
7/22/2005,5,I made a dip recently that was similar to this and it was good but this recipe is even better!  I did make minor changes by using real chicken breasts baking it and serving it with tortilla ch...
7/18/2005,5,Tasted great - looked terrible.  MUST not cook with cheese as the oily film left is very unpleasant looking.  However served it at a staff function and got many requests for the recipe - even w...
7/9/2005,5,I prepared the recipe as written except that I used 2 shredded roasted chicken breasts and I microwaved it.  I give this recipe 5 stars... even though it was way too hot (pepper sauce) for me ...
7/7/2005,5,This dip is the best! It's now at every family funtion someone is always assigned to make it. Try it with Frito's Scoops it really is extra delish with those! It really does taste just like a ...
7/5/2005,5,If you haven't tried this you must. If you like taking home empty dishes from parties this is a sure fire. My husband begs for me to make this so he can eat it as a meal. Not so healthy but it...
7/5/2005,5,Canned chicken is usually not my cup of tea but it worked great here!  I used low fat cream cheese and skipped the cheddar altogether.  Excellent party food!
7/2/2005,5,Since I usually serve small gatherings I only make a half recipe. I do not use canned chicken but cook my own and use Blue Cheese dressing.  A small crock pot is perfect for serving.  Everyone...
7/2/2005,5,Mmm Mmm this dip tastes just like buffalo wings.  I used more Frank's hot sauce than the recipe called for because my husband and I like our wings hot.  And I used Blue cheese dressing instea...
7/1/2005,5,Yum! I made this for my recipe club and it went over great! I used Louisiana Hot Sauce since that was what we had in the house and sauted some boneless skinless chicken breasts in olive oil ad...
6/30/2005,5,MAN! What a great dip and I don't even like buffalo wings! I halved the recipe because I just wanted to test it out before the 4th. I used bleu cheese instead of ranch (because we didn't have r...
6/23/2005,5,This is so good. even if you aren't into hot things you will love this. not to spicy just right.
6/22/2005,5,Served this at my last party and it was hit!  I enjoyed the hotness of it but a few thought less hot sauce would be better so I would recommend adjusting how much hot sauce you use according ...
6/19/2005,5,this turned out great for my scrapbooking party.  After reading the reviews I substituted velveeta for cheddar and had no problems with grease.  I also poached and shredded my own chicken.  ThaN...
6/18/2005,5,I just made this twice in 1 week for 2 graduation parties. Its REALLY great!!! So easy to make. I used Blue cheese dressing both times and everyone loved it!
6/11/2005,5,This has to be the best dip I have ever eaten. If you like hot wings you will love this. And it being easy to make is an added bonus. I like mine HOT so I also added 1 dash of Dave's Insanity ...
6/8/2005,5,We skipped the cheddar cheese and used Frank's Buffalo Wing Sauce.  Very delicious!!  Great with breadsticks and cornchips too.  We even liked it cold the next day.  A definate keeper.
6/7/2005,5,"This has to be the BEST dip I have ever eaten. My office had a food table and I brought this in with some crackers and celery. Even the boss complimented me on this one!!!

VERY VERY GOOD!!!!"
6/5/2005,5,I have gotten so many compliments on this recipe!  Thank you!  This has become a regular at all get togethers and I don't even like buffalo sauce! Great job.
6/2/2005,5,Used this recipe at my brother's graduation party and was asked for the recipe a ton of times! Served alongside the spicy bean salsa from this website and one friend told my brother he had the b...
5/26/2005,5,This was the first recipe from this site that I had complete success with.  It was easy and was the first food item to be finished at a crawfish boil we had in New Orleans.  The spiciness was j...
5/23/2005,5,This is sooooo delicious!!!! Thank you! I kept in the cheese and baked off some chicken breasts instead of the canned chicken. I will make again and again!
5/8/2005,5,One of the best and most unique dips I've ever tasted!  I tweaked it a little by boiling/shredding two chicken breasts and using only 8 oz. cream cheese.  I took the advice of others to leave o...
5/4/2005,5,This recipe was so interesting and so easy. I loved it. I doubled up on the Frank's buffalo red hot sauce and probably will double up on the (fresh) chicken next time also. If I don't double up ...
5/2/2005,5,After bringing this dip to many parties EVERYONE asks for the recipe! It's awesome!
4/26/2005,5,Everyone at my party loved it! I still have people asking me to bring it to their parties or give them the recipe. I omitted cheddar cheese and it was still very tasty! I also served it with Sc...
4/22/2005,5,This is an excellent dip. If you like buffalo wings you will love this. HUGE hit!! My friends & family couldn't get enough. Didn't change a thing. But I did put blue cheese dressing on the side...
4/21/2005,5,Love this dip!  I took it to a party and four people asked me for the recipe.  I changed it a bit I used frozen chicken chunks 1 cup hot sauce and used 2 cups of shredded cheese.  Very yummy w...
4/17/2005,5,I brought this recipe to work in a small crock pot.  I cooked everything the day before and placed in crock pot the next morning.  It was absolutely delicious.  I must of handed out the recipe a...
3/27/2005,5,Excellent...all my guests loved it with tortilla chips and celery.
3/24/2005,5,YUMMY!  This is the best dip.  I make it for my husband's work potluck each month and it literally disappears in 15 minutes his coworkers circle it like sharks.
3/18/2005,5,Recipe is good but I added more hot sauce sauce to give it kick! Unlike the recipe I serve it cold big hit!
3/16/2005,5,Every time i take this to a picnic or party i have to bring copies of the recipe! Everyone loves it!
3/14/2005,5,WOW!!!!  We are crazy about this dip!!  I followed other's suggestions and left out the cheddar cheese used blue cheese dressing and boiled a few fresh chicken breastes and shredded in the food...
3/13/2005,5,Unique and yummy! Not your standard queso and chips.
3/10/2005,5,this was really good. severed it for a party and it was gone!!!!
2/20/2005,5,I made this for a get together I had and everyone devoured it. I did not add the cheese. Thanks for the recipe.
2/19/2005,5,I made this dip for a party and it was a big success.  Three people asked for the recipe.
2/14/2005,5,"This was one of the best dips I've ever had!!!  My favorite thing to bring to a party is an appetizer...I'll make this one many times.  You'll want to eat it with a spoon!!!!!

SandyL"
2/11/2005,5,This was awesome!  The left overs wer just as good wrapped in a tortilla  for snack or quick meal!
2/8/2005,5,If you like buffalo chicken wings you'll like this.  Use fresh chicken though.  Canned chicken is EXPENSIVE and not as good.
2/4/2005,5,I have made this recipe many times for work and now I think everyone at work has the recipe.  It doesn't need any changes - it is awesome the way it is!  The celery makes a nice change as a dipp...
1/31/2005,5,This is such a simple recipe to make and Everyone loved it!
1/31/2005,5,Absolutely AWSOME. This dip is fast and easy and loved by evryone who tries it. I brought it to a holiday party and there wasn't a bit left and everyone wanted the recipe. I made it the night be...
1/26/2005,5,yum!  this is a really great dip that's a nice change of pace from the traditional dip for veggies.
1/25/2005,5,I have made this dip for awhile now and it is requested at parties and bbqs now.People just love it.I did change mine thought like someothers have said I do mine with blue cheese dip and we add ...
1/19/2005,5,This recipe is absolutely great!! I made it for christmas eve. and I loved it! It is better with celery then crackers. Will make for many occasions.
1/13/2005,5,Yummy not so hot that you only taste hot sauce.  Has a spicey aftertaste.  I used shreaded chicken breast that I baked.    Will make again.
1/10/2005,5,Very good will be a regular at parties.  Same as many others I had people lining up for the recipe.  I think next time I will add a little more dressing just 1/4-1/3 cup more.  I think that d...
1/9/2005,5,Really good!  I followed the recipe to a T and I do have to agree with others.  This dip is really not aesthetically pleasing.  It does taste good tho!  You'll just have to convince guests to ea...
1/8/2005,5,I was making this in a small crockpot to take to our family christmas party.  My grand daughter was having a birthday party that afternoon.  One parent asked me if he could taste it.  Then he ha...
1/8/2005,5,This recipe was a real hit with the guests at our New Year's Eve party.  I followed the directions exactly and then added a container of blue cheese to everything.  If you think it is too spicy...
1/7/2005,5,Wonderful dip - everyone always asks for the recipe when I serve it.  I serve with Fritos scoops
1/6/2005,5,D-E-L-I-C-I-O-U-S!!! This one was a BIG hit during the holidays! Will definately make again! :o)
1/3/2005,5,Delicious!!!  Added more hot sauce as we like things spicy and served with celery.
1/3/2005,5,We made this dip for a family gathering over the New Year's holiday.  Everyone loved it.  We used Blue Cheese instead of Ranch increased the Franks to 1 cup and omitted the Cheddar cheese.  Jus...
1/1/2005,5,Fabulous!  I halved this recipe for a smaller crowd on New Years Eve and it was a huge hit.  I poached one large chicken breast and finely diced it. It was delicious served with celery and scoo...
1/1/2005,5,AMAZING!  I made this for a NYE party and it was a hit!  I only used 1/3 cup of hot sauce because it was the extra hot kind.  Gave it a great zing!  I didn't use all of the cheese either.  I wil...
1/1/2005,5,LOVED IT!!!!!! I made this on Christmas eve... it was the biggest hit of all.  I followed a tip of another review by using actual chicken breasts and used a full cup of hot sauce.  I also used ...
12/29/2004,5,This recipe is the perfect non-traditional appetizer.  Works well as a dip for crackers and veggies but also works well as a spread for bagels.
12/28/2004,5,WONDERFUL!!  I will definately make it again.  I used blue cheese dressing as suggested by other reviewers.
12/28/2004,5,Great dip! Be careful with the hot to adjust to taste. Have given out this recipe MANY times over after making it for parties.
12/28/2004,5,Awesome!  I altered it a bit and used 3 cooked and shredded chicken breasts instead of the canned one 8 oz. cream cheese and the whole 12 oz bottle of Frank's Red Hot Sauce.  It is even better...
12/28/2004,5,I originally rated this dip with a low number of stars.  I think that maybe I just did something wrong.  After making it again the crowd LOVED it.  And so did I.  For superbowl friends were call...
12/27/2004,5,So yummy! Followed the instructions exactly. I have never used canned chicken before but this tasted just like buffalo wings. It had that kick to it but it wasn't too much. Will make again!
12/25/2004,5,Very Yummy!!!  Although I did make some changes just like others....I poached 4 chicken breasts and shredded them I substituted Blue Cheese Dressing for Ranch I used only 12 oz.(a brick and a...
12/23/2004,5,I've made this recipe on numerous occassions and it is awesome!!  I made it for my fiancee who can be a picky eater sometime and he loved it too.  I'll definetely keep making it!
12/22/2004,5,This Dip is the BEST! I have made it before but never served it with celery sticks. Great idea!!
12/22/2004,5,We had a party Saturday night and this was the only thing there was nothing left to speak of. My husband has been bugging me to make this again every day since.  I used a little less cheddar s...
12/20/2004,5,I had previously rated this recipe five stars and stand by that rating. Upon making this again I purchased a roteserrie chicken and picked off the meat. I also still only used 1/2 cup of the ho...
12/20/2004,5,My husband and I absolutely love this recipe.  We like a lot of kick so we used a whole cup of Red Hot and bleu cheese dressing sprinkled with extra bleu cheese instead of Ranch.  We put it in...
12/19/2004,5,Fantastic - a new family favorite!  Instead of heating the chicken and pepper sauce first I just threw everything into the slow cooker and stirred ocassionally until well-blended.
12/17/2004,5,FABULOUS!  I won't be able to make this too often -- I can't stay out it even cold!  I don't think it needs quite as much shredded cheese. I've already forwarded this to several friends.
12/16/2004,5,This was great. I made it for Christmas day and will definately be making it again.
12/11/2004,5,"Sounded so good I sent it to my daughters.
They are still raving about it."
12/8/2004,5,This was excellent and my girlfriends loved it at happy hour. I only used 1 brick of cream cheese and 1 10 oz. chicken and I served it cold with celery. Also cut the ranch to 1/2 cup. The chick...
12/7/2004,5,This was excellent!!!  Used 2 cooked chicken breasts and  blue cheese dressing and served it with celery and tortilla chips.  Everyone loved it.
12/4/2004,5,Very easy to make and tastes so good! I used fat-free cream cheese and fat-free ranch dressing and it was still really good. This is also very good refrigerated with cheese flavored crackers.
12/3/2004,5,Being from BfloNy this is the closest to ck wings. If you substitute 2 boiled ck brst & shred them instead of canned ckn & use a bottle of blue cheese instead of ranch it works even much much...
