11/28/2017,5,This sweet potato casserole was a big hit with my family for Thanksgiving will make it again anytime
11/28/2017,5,"MAKE SURE YOU USE ORANGE POTATOES!
This would have been better if I would have used traditional orange or even red sweet potatoes.  But due to mislabeling at the grocery store and me being rush..."
11/28/2017,5,Fantastic! I made exactly from the recipe with no changes! The crowd raced about it!
11/27/2017,5,I just made this for Thanksgiving and it was fabulous!   I did make a change as I'm trying to cut back on my sugar intake so I only used the brown sugar amount that the recipe stated and it was ...
11/27/2017,5,My first time to ever make sweet potato casserole and this was such a hit with me and my son (it's just us 2 okay?!).  I couldn't believe how delicious it was and that it was so simple to make....
11/27/2017,5,Everyone loved this even those who did not like sweet potatoes. I used half the sugar and added a teaspoon of pumpkin pie spice. I'm already getting requests for Christmas.
11/27/2017,5,This was a great recipe and very easy. I used the canned sweet potatoes. I did have a little trouble with the topping but still came out great.
11/26/2017,5,Outstanding. I did make a few changes. I used 2 29-oz cans of yams (drained). I omitted butter from the main dish (not the topping) as one reviewer who has made the dish many times said it's no...
11/25/2017,5,Love this easy recipe!!!  I made this for Thanksgiving and it turned out deliciously.  I used one can of yams and halved the recipe.  I also used walnuts instead of pecans.   I usually cook my y...
11/25/2017,5,?????????
11/25/2017,5,I found it the sweet potato casserole recipe I've been looking for.  I can't wait to make this again so I can enjoy it again!
11/25/2017,5,Its Wonderful! Although I added half a cup of white sugar and still was Delicious this is the second time I've made it! Yummy!
11/24/2017,5,Loved it!!! I made for Thanksgiving and this was a hit! I made this with canned sweet potatoes and instead of white sugar I used 3/4 C of brown sugar. The only problem I ran into was the butter...
11/24/2017,5,must make
11/24/2017,5,I made this exactly as the recipe reads and it was a huge hit at our Thanksgiving Dinner!  I will definitely be making this again!
11/24/2017,5,I added a 1/2 tbsp of allspice 1 tbsp of cinnamon and and extra 1/2 tbsp of vanilla extract. All the extra depth in seasoning meant we didn’t miss anything when we cut the sugar in half (only u...
11/24/2017,5,Very tasty but I used half the amount of sugar otherwise it would have been way too sweet for my taste
11/24/2017,5,This will now be my go-to recipe for sweet potato casserole! Just made it for Thanksgiving and everybody loved it. Like some of the other reviewers I used canned sweet potatoes  (drained) and i...
11/24/2017,5,The favorite of the Thanksgiving guests! It is like a sweet potato pie filling.
11/24/2017,5,With two minor adjustments this was a favorite at our Thanksgiving dinner and already requested for Christmas dinner. Following the suggestion of others I used less than half the white sugar a...
11/23/2017,5,I added marshmallows to the top so it had the nice crunchy brown sugar topping and the melted gooey marshmallows that made this a sweet sensation for your tastebuds
11/23/2017,5,Everyone loved this at thanksgiving!  I roasted four good sized fresh sweet potatoes. Added a tsp of cinnamon 1/2 tsp nutmeg and 1/2 tsp of salt. Like others I used brown sugar instead of the w...
11/23/2017,5,My family and extended family love this recipe. I replaced the nuts with oatmeal because we don’t eat nuts. Turned out wonderful. Everyone requests this dish every holiday and special occasion.
11/23/2017,5,I love this recipe! I’ve made it for many years. If your using canned sweet potatoes decrease amount of sugar added.
11/23/2017,5,Very good I did cut down on the sugar as others recommended.  It was a big hit at my office potluck.
11/23/2017,5,This is THE best sweet potato casserole around.  I have made it every Thanksgiving for the past 8 years.  It is always the absolute hit of the dinner.  I didn't make it one year and boy were t...
11/22/2017,5,I made this for Thanksgiving several years ago and it was a hit. I don't know if it should go with the side dishes or desserts but everyone loves it.
11/21/2017,5,Family loved it.
11/21/2017,5,Made this for a work potluck and now my team thinks I'm a cooking genius. Will definitely make again. Thanks OP!
10/23/2017,5,"had to cook a bit longer but turned out amazing. even my boyfriend who does not like sweet potatoes loved this!
Oh i added a mix that was pecan and cranberries instead. turned out so good"
10/15/2017,5,Made this with half the white sugar and added 1/2 Cup pure maple syrup for additional flavor. None left over so results speak for itself!
9/25/2017,5,I really liked this recipe!! It was my first time EVER making sweet potato anything so I definitely rate this as a success.  The only thing I did was add a little cinnamon (personal preference ...
9/5/2017,5,Outstanding recipe! Great for potlucks and get-togethers. I've made this a couple time already. Make sure to use butter not margarine because it will not crumble properly.
7/12/2017,5,Awesome! This was very easy to put together and tasted great!  I used some maple sugar that I had in the potato mixture instead of the regular sugar and that was a nice addition. The topping was...
4/22/2017,5,This casserole was almost decadent...it was delicious!
3/10/2017,5,Excellent recipe! Great side dish with Chicken and green beans.
2/11/2017,5,I have made this several times. I don't change a thing except instead of the pecan topping sometimes I will just add marshmallows on top and broil for a few seconds. Both are amazing!!
2/5/2017,5,"This was a real hit with my family.  My oldest daughter (who hates sweet potatoes) LOVED this dish.  She ate over half of the leftovers!  Of course  there weren't many leftovers.

I would lesse..."
1/27/2017,5,Made it and loved it with just a few tweaks... I used all coconut sugar and gluten free flour. I also added an extra egg and left out the milk. Delicious!!!
1/12/2017,5,I substituted pecans with walnuts ( that's all I had). Thought it was fabulous and did all the guests for thanksgiving dinner.... so I made it again for Christmas ( with the walnuts) !!
12/27/2016,5,Very very good!!  My whole family loved it!  The only change I made was substituted the white sugar for brown sugar.
12/27/2016,5,I made it substituting evaporated milk for regular milk and light brown sugar for regular sugar. It was fantastic. My family loved it. Will make it again.
12/25/2016,5,This casserole has been a hit at our Thanksgiving table for several years. I did use fresh sweet potatoes and cooked them ahead of time in the microwave to save time. Also at the urging of my d...
12/25/2016,5,I used a little less sugar and added marsh mellows to the topping - yummmm!!!
12/25/2016,5,I used 6 cups of cubed sweet potatoes for our large group and cut the white sugar back to 1/3. Excellent casserole and none left over.
12/24/2016,5,This is amazing !!!I added coconut to it to give it a bit of a crunch. Hubby loves it i decreased the white sugar a bit because of the brown sugar topping. If you haven't  tried this you need to...
12/6/2016,5,"I made this for a family dinner and it has now been adopted by my siblings. They now beg me to make this! 

The only thing i do differentially is add marshmallows every now and then"
11/29/2016,5,Excellent! I did make one change- I used maple syrup rather than white sugar since that's how we Vermonters roll. However when I make it again I'll substitute cinnamon for the sugar instead. Th...
11/29/2016,5,I would use a little less sugar but everyone loved it.
11/29/2016,5,Made this for Thanksgiving and got lots of complements on the dish.
11/29/2016,5,This is addictive! Even though I made this as a side dish for Thanksgiving I couldn't stop eating it and ended up eating this instead of pie for dessert too.  It is very sweet but so so good. Y...
11/29/2016,5,Delicious!!
11/27/2016,5,Yummy.  Instead of using the topping they suggested I used marshmallows.  I put them on at the end of the baking time and toasted them on broil.
11/27/2016,5,I’ve made this recipe for years and it’s always a hit. I cut the sugar in half and it’s still perfect.
11/27/2016,5,Made this for Thanksgiving and it got rave reviews.
11/27/2016,5,Absolutely love it
11/27/2016,5,Made it exactly as recipe. Absolutely delicious!!!
11/26/2016,5,Great for Thanksgiving.  I think it could also be used in a pie shell!  I halved the sugar and butter in the potato mixture but kept the topping the same.  I roasted the potatoes at 350 for 90 m...
11/26/2016,5,Made the recipe as listed and it was a huge hit. The topping is delicious! I will be making this again!!
11/26/2016,5,Wow!!! This is the best ever.  I took it to Thanksgiving lunch and everyone raved about it even my nephew who said that he doesn't like sweet potatoes.  This is one that I will keep and make ag...
11/25/2016,5,My family loved this!
11/25/2016,5,I made it for a Pot Luck and people raved about it because it wasn't too sweet.  The Pecans added a nice touch.
11/24/2016,5,"I used sweetened condensed milk instead of plain milk.  Absolutely delicious!!  Also substituted candied pecans.  
Jill 
Baton Rouge"
11/24/2016,5,I totally agree I make this dish for Thanksgiving and Easter and it's always a hit
11/24/2016,5,We add marshmallows to the crumble topping instead of nuts and it is a huge hit at the holidays every year. And at least 1 person asks for the recipe each time I make it.
11/24/2016,5,Perfect recipe!  My family expects this every year ever since the first year I made it for turkey day.  KEEPER!
11/23/2016,5,I have been making this every Thanksgiving & Christmas for the last 15yrs. The only hint I will give is to prepare the sweet potatoes in a pressure cooker. This makes all the difference in taste...
11/23/2016,5,I've been making this recipe for more than 10 years and it never disappoints. I have recently started to make the crumbly topping without pecans as my daughter is allergic. It's smooth sweet an...
11/21/2016,5,We make this every year for Thanksgiving- it has become  a staple recipe in our house.  It's way better than the old version with marshmallows.
11/19/2016,5,Delicious! I used whole sweet potatoes not canned. So much better than any I have made before!
11/18/2016,5,"SIMPLEY THE BEST!!!
What more can I say."
10/31/2016,5,I made this today for the first time and it came out great. I made half the serving size because it was just for my husband and I. He liked it and that's a plus because he's very picky. I'll be ...
10/15/2016,5,Made it just like the recipe stated!  It was delicious.  My family has decided that this is the way they want sweet potatoes every year!  Thank you for the recipe.
10/14/2016,5,My family Loved this recipe!!  I also followed the exchange of sugar for maple syrup and found it to be perfect!  Seriously simple and made it the night before which I LOVE!  Easy and delicious....
10/5/2016,5,Awesome. The kids love it and I usually make with half the sugar and no brown sugar topping to save calories and sugar.  We've made probably 10 times and they ask for it all the time now.
8/18/2016,5,I make this for every special dinner.  For me I whip the sweet potato mixture in my large mixer.  It makes it so light and fluffy when it's finished.  I have never had anyone dislike this recip...
8/12/2016,5,My husband loves sweet potatoes.  I searched for something that was quick and easy to make!  He absolutely loved this and has requested it over and over.
6/21/2016,5,I made this recipe for Father's Day and it was a huge hit. Turned out perfectly and I even used two big cans of the cut sweet potatoes. The topping was delicious!
3/27/2016,5,The whole family loved this. I used canned yams strained and microwaved for 5 minutes before adding it to a mixer. The only changes made to the ingredients were substituting truvia brown and tr...
3/27/2016,5,I actually messed up. I forgot to add the eggs ( even though I mixed eggs for it) I also used sugar instead of flour in topping. It was so delicious. My kids won't eat candy yams but loved this...
2/2/2016,5,I made this to go with Thanksgiving dinner.  It was one of the yummiest things I've ever tasted!  Was almost sweet enough to have for desert!
1/1/2016,5,We made it just like the recipe stated. The only problem we have is we have to double the thing just to be able to have leftovers. It gets taken home by guests a lot. It is just as good the next...
12/30/2015,5,I usually make this dish from this recipe every Thanksgiving and Christmas.  I made it for the first time 4-5yrs ago and it was a family favorite from the start.  To be honest I was unsure if I...
12/27/2015,5,"So delicious! I served this at Christmas dinner and everyone complimented the dish. It was perfect. I did make the following minor changes:
1. 3/4 brown sugar instead of 1 cup white sugar
2. 1 t..."
